collector_location,collector_id,device_id,latitude,longitude,snapshot_datetime,Year,Month,Day,Hour,DayPeriod,Season,road,state,city
-MtHHffmYxw9KNl0M3yP,51,b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:36.306214,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHHguDBNPQyT_J19T1,51,b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:41.326132,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHHi7XBnf3IOQP08xu,51,b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:46.338335,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHHjLC4-ISrCslAN7U,51,b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:15:51.309316,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHKzaLE_GRIeWYXJQW,51,b8e1d679ea29c711,27.2040131,31.1747853,2022-01-13 09:30:04.310222,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHL-3qNuEfAshbIpG2,51,b8e1d679ea29c711,27.2040131,31.1747853,2022-01-13 09:30:06.262320,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHL5eFMiPYRQ4EuwQJ,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:30:33.232377,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHL6OyTxbg6Z2yuC6p,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:30:36.286436,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHL7byXg0xnUAAV6Ly,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:30:41.278260,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHL8qK_NcAfltU-PzW,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:30:46.293617,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLA7IipmXfmpgPxzm,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:30:51.539152,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLBHHimn_jgEvbH_b,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:30:56.274347,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLCWarc0b-fuGes5h,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:01.350204,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLDjo923XEb4s0ZHz,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:06.356014,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLExORBGzh0RkMBn-,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:11.321771,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLG9jHsrE7GMXnjyo,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:16.270985,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLHNjYeb-PA321AMZ,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:21.263574,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLIbHzWMCCJitCegw,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:26.290601,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLK1rWcM4_Sr2Ynvp,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:32.151089,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLL4fi8m76HscDzHz,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:36.426803,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLMHGgdcxtT4sPW4i,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:41.329551,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLNU87n5S7ykjIJQA,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:46.249393,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLOk2-E1jl0oEZXfc,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:51.427426,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLPxdis7IUJuyFNc5,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:31:56.393107,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLRBPfVc2_jGtXdD2,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:32:01.434476,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLSLx0biVf0lyuOQ7,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:32:06.205611,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLTaPx9pPyXjfJ2KH,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:32:11.290607,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLUpmnKdmTgpBhgmY,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:32:16.370850,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLW1wUE0lPgjIxGM7,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:32:21.308510,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLXGGEXasEjVHcDxB,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:32:26.320913,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLYYvN8CTWHhVGdDh,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:32:31.611667,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHLZhS6noJ0jo_vJbM,51,b8e1d679ea29c711,27.2040125,31.1747853,2022-01-13 09:32:36.316905,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHMGE6hHaRcAY1kzwf,51,b8e1d679ea29c711,27.2040119,31.1747852,2022-01-13 09:35:38.695640,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHMGsH7ssdyLVoBt-t,51,b8e1d679ea29c711,27.2040119,31.1747852,2022-01-13 09:35:41.330438,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHOOBTeS9BR8K6GOeS,51,b8e1d679ea29c711,27.2040127,31.1747853,2022-01-13 09:44:55.580832,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHOOuiImdEmWjOS1Ia,51,b8e1d679ea29c711,27.2040127,31.1747853,2022-01-13 09:44:58.542545,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHOPseCj7Wxd6ovGII,51,b8e1d679ea29c711,27.2040127,31.1747853,2022-01-13 09:45:02.506523,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHOR5C_NSRLiDyV1Fa,51,b8e1d679ea29c711,27.2040127,31.1747853,2022-01-13 09:45:07.468889,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHOS_WwgQQzW-kOmMD,51,b8e1d679ea29c711,27.2040127,31.1747853,2022-01-13 09:45:13.568982,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHOTXeQ9oYMZnSgeZg,51,b8e1d679ea29c711,27.2040127,31.1747853,2022-01-13 09:45:17.481753,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHOUksrsTTcG7be2wC,51,b8e1d679ea29c711,27.2040127,31.1747853,2022-01-13 09:45:22.488388,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHOW-ni9kWOBWxhxcu,51,b8e1d679ea29c711,27.2040127,31.1747853,2022-01-13 09:45:27.602852,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHOXGLZ_acl8ILT6QS,51,b8e1d679ea29c711,27.2040127,31.1747853,2022-01-13 09:45:32.757540,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHOYR0JI12VZnrFije,51,b8e1d679ea29c711,27.2040127,31.1747853,2022-01-13 09:45:37.536864,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtHOjeybr9avXuIf0CG,51,b8e1d679ea29c711,27.2040121,31.1747853,2022-01-13 09:46:27.646747,2022,January,Thursday,9,morning,Winter,Ten neighborhood,Asyut,Asyut
-MtI_j9_tp1D6KoicUGT,51,fe175d9955fced88,30.0422686,31.3364985,2022-01-13 15:18:28.506508,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtI_jS_kQSEA1NsnLbA,51,fe175d9955fced88,30.0422686,31.3364985,2022-01-13 15:18:29.733085,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtI_kezxoiLpe6jDywy,51,fe175d9955fced88,30.0422686,31.3364985,2022-01-13 15:18:34.686971,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtI_lsSTFOgxy85HSs4,51,fe175d9955fced88,30.0422686,31.3364985,2022-01-13 15:18:39.644880,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtI_n6qkj1ql1qs2yKv,51,fe175d9955fced88,30.0422686,31.3364985,2022-01-13 15:18:44.725819,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtI_rM2SvP-cUyaHwOS,51,fe175d9955fced88,30.0422686,31.3364985,2022-01-13 15:19:02.059240,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtI_rzAhSbhD6WxZ8SW,51,fe175d9955fced88,30.0422686,31.3364985,2022-01-13 15:19:04.647899,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtI_t9-v1oLseyeY2tw,51,fe175d9955fced88,30.0422686,31.3364985,2022-01-13 15:19:09.439623,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtI_uN4CYRubEHZlQvS,51,fe175d9955fced88,30.0422686,31.3364985,2022-01-13 15:19:14.437314,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIa3U4X5eKPO6KkyVf,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:19:55.839005,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIa48Ohd1KPMJW_qcO,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:19:58.553398,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIa5Rpd5gYHY_ULadM,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:20:03.893401,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIa6a0usxREpsUr1r1,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:20:08.576819,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIa7mxCk2Io0MFC7ST,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:20:13.501379,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIa989w1vuWKnOYtEt,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:20:19.018263,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaALA9yQ7idorW443,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:20:23.947250,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaBXlc5OrLFm9hS35,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:20:28.849458,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaCiSyQPaKQCNuoWH,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:20:33.693329,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaDyWJsZUD__mU23u,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:20:38.817327,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaF7Id2M51JNdM0qE,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:20:43.538886,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaGOYzx9Rdz3XtJXT,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:20:48.738420,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaHd-t566c1u3HRIV,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:20:53.824565,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaIotZQifhs6hr9PP,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:20:58.681214,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaK6v_SxxTmMACRgL,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:21:03.994913,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaLJYQg6fRYuvBcRQ,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:21:08.898366,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaMWQt5tUqGR-4YDA,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:21:13.818587,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaNjtfKG6aNHb7xn3,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:21:18.841209,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaOwMZ2g-vNRxyErg,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:21:23.735642,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaQFgUdCZCHhUO7jH,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:21:29.132689,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaROAtIeLSvjFnomE,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:21:33.770377,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaSgZ_GVSUbApytBR,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:21:39.108618,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaTy9EZFrqVGlzeAg,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:21:44.329988,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaV7aATL1Qem78b75,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:21:49.094111,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaWH2cv_YSVpnm4MK,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:21:53.795426,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaXSc_YpcZwox0zuC,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:21:58.632252,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaYi_MCgTYunA7t5T,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:22:03.812905,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaZyKIfGxJtiW-jnJ,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:22:08.917072,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaaGQnRfnYOWhpQz4,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:22:14.235339,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIabOVfeqopY58Ofe6,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:22:18.847940,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIacbUYL8Z1IrFP_et,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:22:23.839011,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIadmz1yV5lPL1543C,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:22:28.671209,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaf95sghDbaI5JwnZ,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:22:34.245960,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaj3-6nsdjuHf3Soa,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:22:50.240126,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIak0Wy_o-I0zqBrUM,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:22:54.176777,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIal77mOfmKrBGDwtH,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:22:58.696159,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIamQcyDGA8teNQWES,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:23:04.039788,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIanZnlmXO5C5pKWT4,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:23:08.723002,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaosTKKeRbHvJEtAC,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:23:14.077381,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaq2LblS-CmUqlOn_,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:23:18.869684,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIarGfe1Cxe_1sL_xu,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:23:23.882632,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIasT5WWyUWihgscZx,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:23:28.772744,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIatjug9jRc8ZO8kaS,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:23:34.009986,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaurYwg5Gu4oQzeqw,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:23:38.595244,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaw8ZlHF97hMsoIj_,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:23:43.843287,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIaxQGCh2JG0TRRbd4,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:23:49.072408,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIayWbwOPEotxpzB4S,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:23:53.574377,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIazr0AHxn0bl5akZh,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:23:59.040541,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIb0262aKUGZzVvIzC,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:24:03.910033,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIb1HbIqzvay7jsM1r,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:24:08.998396,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIb2TCI2Bii8NICNfE,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:24:13.836778,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIb3bsevNhEL10-Sbz,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:24:18.551736,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIb4t1ZDh2J7XH7xe8,51,fe175d9955fced88,30.0421665,31.3365102,2022-01-13 15:24:23.746165,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIb6YdQkUQDRskHTOo,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:24:30.568366,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIb7H6cptfMRZ5piXx,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:24:33.543383,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIb8ex028ZupF8ars1,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:24:39.229385,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIb9q1EnXi3gPQGsBb,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:24:44.034311,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbAv_A8sZE3DpRuv3,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:24:48.484604,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbC9DEDxnCKUOPJDV,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:24:53.517944,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbDNXGHPS-WI7IDHQ,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:24:58.530414,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbEd8WudErrtCGnSx,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:25:03.689230,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbFp8S8nkahbRR-PS,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:25:08.553412,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbJokZtHN_SQ9Bgt3,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:25:24.912395,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbKm_nwAYoAXEvmK-,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:25:28.868884,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbLv5buxLdLdXpaHz,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:25:33.509704,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbN8hEHy9ZIt9sBW7,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:25:38.541032,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbOQC6BB-SSd0_rn4,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:25:43.756631,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbP_6NpLEGB_QHiyD,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:25:48.486644,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbQrq_IVzP7xqRy-u,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:25:53.781801,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbS53l3VkaKMq6UU6,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:25:58.788424,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbTJhYAT-GObGWGC-,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:26:03.821110,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbUaTT06TGCjSK1wp,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:26:09.054031,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbVitcJ2kp78UxlCJ,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:26:13.688701,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIbWvNwxZ9415V6kgb,51,fe175d9955fced88,30.0423488,31.3364697,2022-01-13 15:26:18.584248,2022,January,Thursday,15,afternoon,Winter,Sheikh Taha Al -Dinari Street,Cairo,Cairo
-MtIch8BSXv-V2u9_oot,51,fe175d9955fced88,30.0422557,31.3365241,2022-01-13 15:31:26.665243,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
-MtIchOSywxKuJp7dL-I,51,fe175d9955fced88,30.0422557,31.3365241,2022-01-13 15:31:27.709083,2022,January,Thursday,15,afternoon,Winter,Dr. Abdul Shafi Muhammad Street,Cairo,Cairo
